"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"414","AQ746","Grieg Seafood"," Farm 13","3.1","January","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"424","AQ221","Grieg Seafood","Vantage","3.1","January","1","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"442","AQ871","Grieg Seafood","Barnes Bay","3.2","January","1","1.5",NA,"0.6",NA,"0.7",NA,"0",NA,NA,"1"
"453","AQ137","Grieg Seafood"," Conville Bay ","3.2","January","1","0.9",NA,"0.5",NA,"0.1",NA,"0",NA,NA,"2"
"464","AQ1401","Mainstream Canada","Brent ","3.2","January","3","1",NA,"0.1",NA,"3.1",NA,"2.1",NA,NA,"1"
"473","AQ304","Mainstream Canada","Raza","3.2","January","2","0.2",NA,"0",NA,"0.5",NA,"0.2",NA,NA,"1"
"482","AQ306","Mainstream Canada","Venture","3.2","January","2","0.3",NA,"0.1",NA,"0.4",NA,"2.3",NA,NA,"1"
"493","AQ388","Marine Harvest","Brougham Pt","3.2","January","1","0.1",NA,"0",NA,"0.6",NA,"0.9",NA,NA,"2"
"504","AQ733","Marine Harvest","Cyrus Rocks","3.2","January","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"513","AQ1581","Marine Harvest","Hardwicke","3.2","January","2","10.3","9.4","6.8","6","2.4","0.8","3.8","4.1","2012-01-31 Lice counting proficiency demonstrated by farm staff Management action planned","2"
"542","AQ100","Marine Harvest","Lees Bay","3.2","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"564","AQ380","Marine Harvest","Sonora Pt","3.2","January","1","0.9","0.9","0.1","0.1","3.3","3.3","2.2","2.1","2012-01-17 statistical agreement with farm count ","2"
"592","AQ378","Marine Harvest","Thurlow S","3.2","January","1","0.3","0.3","0.1","0.1","2.8","2.8","0.8","0.8","2012-01-11 statistical agreement with farm count ","2"
"634","AQ1825","Grieg Seafood"," Bennett Pt","3.3","January","1","0.9",NA,"0.1",NA,"0.5",NA,"0",NA,NA,"2"
"644","AQ1144","Mainstream Canada","Burdwood","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Transfer mid-month","1"
"653"," AQ819","Mainstream Canada","Cecil","3.3","January","2","0.9",NA,"0.4",NA,"0",NA,"0.1",NA,NA,"broodstock"
"661","AQ728","Mainstream Canada","Sir Ed","3.3","January","1","0.2",NA,"0.1",NA,"0.4",NA,"0.3",NA,NA,"1"
"674","AQ1300","Marine Harvest","Althorpe","3.3","January","1","0.2",NA,"0.1",NA,"0.2",NA,"0.1",NA,NA,"1"
"684","AQ1586","Marine Harvest","Doctor Islets","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"704","AQ821","Marine Harvest","Glacier Falls","3.3","January","1","1.6",NA,"1",NA,"0.1",NA,"0",NA,NA,"1"
"713","AQ1618","Marine Harvest","Humphrey Rocks","3.3","January","1","0.4",NA,"0.1",NA,"0.2",NA,"0",NA,NA,"1"
"723","AQ467","Marine Harvest","Midsummer","3.3","January","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"734","AQ1145","Marine Harvest","Potts Bay","3.3","January","1","6.5",NA,"3.9",NA,"1.4",NA,"0.1",NA,"Management action taken","broodstock"
"744","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","January","2","0.2",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"752","AQ739","Marine Harvest","Upper Retreat","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"764","AQ820","Marine Harvest","Wicklow","3.3","January","2","5.7",NA,"4",NA,"0.5",NA,"0.1",NA,"Management action taken","2"
"783","AQ1336 ","Mainstream Canada","Simmonds","3.4","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Count precluded by fish transfer mid-month","1"
"804","AQ892","Marine Harvest","Bell Island","3.4","January","1","0.1",NA,"0",NA,"0",NA,"0.2",NA,NA,"1"
"813","AQ1288","Marine Harvest","Doyle","3.4","January","1","0.8",NA,"0.2",NA,"0.9",NA,"0",NA,NA,"1"
"821","AQ1351","Marine Harvest","Marsh","3.4","January","2","0.5",NA,"0.2",NA,"2.3",NA,"0.3",NA,NA,"2"
"834","AQ1198","Marine Harvest","Raynor","3.4","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Count precluded by fish transfer mid-month","1"
"853","AQ1350","Marine Harvest","Shelter Bay","3.4","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"863","AQ831","Marine Harvest","Shelter Pass","3.4","January","3","2.2",NA,"0.8",NA,"0.3",NA,"0.1",NA,NA,"1"
"883","AQ1720","Marine Harvest","Goat Cove","3.5","January","1","0.6",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"894","AQ1895","Marine Harvest","Jackson Pass","3.5","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"903","AQ1691","Marine Harvest","Kid Bay","3.5","January","1","2.3",NA,"1.6",NA,"0",NA,"0",NA,NA,"2"
"913","AQ1896","Marine Harvest","Lime Point","3.5","January","1","0.9",NA,"0.5",NA,"0",NA,"0",NA,NA,"1"
"923","AQ1896","Marine Harvest","Sheep Passage","3.5","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"964","AQ1537","Mainstream Canada","Bare Bluff","2.3","February","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"974","AQ227","Mainstream Canada","Bawden ","2.3","February","1","0.1",NA,"0",NA,"1",NA,"0.1",NA,NA,"1"
"984","AQ520","Mainstream Canada","Bedwell","2.3","February","2","0.3",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"1"
"994","AQ234","Mainstream Canada","Dixon","2.3","February","2","0.9",NA,"0.1",NA,"3.4",NA,"3.3",NA,NA,"1"
"1004","AQ540","Mainstream Canada","Fortune","2.3","February","2","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1014","AQ543","Mainstream Canada","Mussel Rock","2.3","February","2","0.1",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"2"
"1023","AQ314","Mainstream Canada","Ross Pass","2.3","February","1","0.2",NA,"0.2",NA,"0.2",NA,"0",NA,NA,"2"
"1034","AQ527","Mainstream Canada","Saranac","2.3","February","2","1.8",NA,"0.8",NA,"0.2",NA,"0",NA,NA,"1"
"1042","AQ1472","Mainstream Canada","West Side","2.3","February","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1064","AQ1738","Grieg Seafood"," Atrevida ","2.4","February","1","0.4","0.5","0.2","0.3","0","0","0","0","2012-02-14 statistical agreement with farm count. Differences in estimates represent additional counts performed by farm staff in other pens the day prior to the audit","2"
"1093","AQ1789","Grieg Seafood"," Concepcion ","2.4","February","1","0.4",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"1103","AQ1849","Grieg Seafood","Muchalat S","2.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1113","AQ1705","Grieg Seafood","Williamson","2.4","February","1","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"1"
"1123","AQ144","Marine Harvest","Koskimo","2.4","February","1","1.8",NA,"0.4",NA,"4.1",NA,"3.2",NA,NA,"2"
"1134","AQ1238","Marine Harvest","Mahatta W","2.4","February","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1144","AQ1237","Marine Harvest","Monday Rocks","2.4","February","2","1.5","1.5","0.6","0.7","4.4","4.7","2.1","2.5","2012-02-07 statistical agreement with farm count on audit day","2"
"1184","AQ 412","Grieg Seafood","Farm 9","3.1","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1194","AQ746","Grieg Seafood"," Farm 13 ","3.1","February","1","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1203","AQ 221","Grieg Seafood","Vantage","3.1","February","1","0.2","0.2","0.1","0.2","0","0","0.1","0.1","2012-02-16 statistical agreement with farm count on audit day. Cause of difference in estimate was identified & follow up actions taken.","2"
"1254","AQ871","Grieg Seafood","Barnes Bay","3.2","February","2","3.4",NA,"1.1",NA,"1.9",NA,"0.8",NA,"Management action taken","1"
"1264","AQ137","Grieg Seafood"," Conville Bay ","3.2","February","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1273","AQ1401","Mainstream Canada","Brent ","3.2","February","2","1.2",NA,"0.2",NA,"2.2",NA,"0.9",NA,NA,"1"
"1282","AQ304","Mainstream Canada","Raza","3.2","February","1","0.4",NA,"0.3",NA,"1.3",NA,"1.9",NA,NA,"1"
"1293","AQ306","Mainstream Canada","Venture","3.2","February","2","1",NA,"0.4",NA,"0.4",NA,"3.1",NA,NA,"1"
"1304","AQ388","Marine Harvest","Brougham Pt","3.2","February","1","0.6",NA,"0.2",NA,"1.2",NA,"1.4",NA,NA,"2"
"1313","AQ733","Marine Harvest","Cyrus Rocks","3.2","February","1","0.1",NA,"0",NA,"0.7",NA,"0.1",NA,NA,"2"
"1323","AQ1581","Marine Harvest","Hardwicke","3.2","February","2","7.2",NA,"4.6",NA,"1.9",NA,"2.9",NA,"Management action taken","2"
"1334","AQ100","Marine Harvest","Lees Bay","3.2","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"1354","AQ211","Marine Harvest","Okisollo","3.2","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Transfer mid-month","1"
"1364","AQ78","Marine Harvest","Phillips Arm","3.2","February","1","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"1373","AQ380","Marine Harvest","Sonora Pt","3.2","February","1","1.4",NA,"0.7",NA,"1.6",NA,"0.8",NA,NA,"2"
"1383","AQ378","Marine Harvest","Thurlow S","3.2","February","1","0.7",NA,"0.1",NA,"0.8",NA,"0.6",NA,NA,"2"
"1402","AQ1825","Grieg Seafood"," Bennett ","3.3","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"1424","AQ1144","Mainstream Canada","Burdwood","3.3","February","1","1.6",NA,"0.7",NA,"0",NA,"0.6",NA,NA,"2"
"1433","AQ819","Mainstream Canada","Cecil ","3.3","February","2","0.8",NA,"0.3",NA,"1.5",NA,"0.2",NA,NA,"broodstock"
"1443","AQ728","Mainstream Canada","Sir Ed","3.3","February","2","0.4",NA,"0.2",NA,"0.8",NA,"1.6",NA,NA,"1"
"1453","AQ1300","Marine Harvest","Althorpe","3.3","February","1","0",NA,"0",NA,"0.3",NA,"0.1",NA,NA,"2"
"1462","AQ821","Marine Harvest","Glacier Falls","3.3","February","1","0.4",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"1472","AQ1618","Marine Harvest","Humphrey Rocks","3.3","February","1","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"1483","AQ467","Marine Harvest","Midsummer","3.3","February","1","0","0","0","0","1.5","1.6","0.2","0.2","2012-02-23 Lice counting proficiency demonstrated by farm staff","2"
"1503","AQ1145","Marine Harvest","Potts Bay","3.3","February","1","0.2",NA,"0.1",NA,"0.2",NA,"0",NA,NA,"broodstock"
"1513","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","February","1","0.3","0.3","0.2","0.2","0.2","0.2","0.3","0.3","2012-02-23 statistical agreement with farm count","1"
"1544","AQ739","Marine Harvest","Upper Retreat","3.3","February","1","0",NA,"0",NA,"0.6",NA,"0.1",NA,NA,"1"
"1552","AQ820","Marine Harvest","Wicklow","3.3","February","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"1584","AQ892","Marine Harvest","Bell Island","3.4","February","1","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"1593","AQ1288","Marine Harvest","Doyle","3.4","February","1","0.9",NA,"0.3",NA,"0.4",NA,"0.1",NA,NA,"1"
"1603","AQ1351","Marine Harvest","Marsh","3.4","February","1","2.1",NA,"1.5",NA,"0.3",NA,"0.2",NA,NA,"2"
"1614","AQ1350","Marine Harvest","Shelter Bay","3.4","February","1","0.1",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"2"
"1624","AQ831","Marine Harvest","Shelter Pass","3.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1641","AQ1720","Marine Harvest","Goat Cove","3.5","February","1","0.3",NA,"0",NA,"0.4",NA,"0",NA,NA,"1"
"1654","AQ1895","Marine Harvest","Jackson Pass","3.5","February","1","0.2",NA,"0",NA,"0",NA,"0.7",NA,NA,"1"
"1663","AQ1691","Marine Harvest","Kid Bay","3.5","February","1","1.7",NA,"1",NA,"0.3",NA,"0",NA,NA,"2"
"1673","AQ1896","Marine Harvest","Lime Point","3.5","February","1","1.3",NA,"0.8",NA,"0",NA,"0",NA,NA,"1"
"1701","AQ1537","Mainstream Canada","Bare Bluff","2.3","March","2","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1713","AQ227","Mainstream Canada","Bawden","2.3","March","2","0.4",NA,"0.1",NA,"1.1",NA,"0.1",NA,NA,"1"
"1724","AQ520","Mainstream Canada","Bedwell","2.3","March","2","0.5",NA,"0.2",NA,"0.1",NA,"0.1",NA,NA,"1"
"1733","AQ234","Mainstream Canada","Dixon","2.3","March","2","0.8",NA,"0.1",NA,"2.4",NA,"4.9",NA,NA,"1"
"1744","AQ540","Mainstream Canada","Fortune","2.3","March","2","0.1",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"1753","AQ1507","Mainstream Canada","Millar ","2.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1762","AQ543","Mainstream Canada","Mussel Rock","2.3","March","2","0.5",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"1774","AQ314","Mainstream Canada","Ross Pass","2.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"1794","AQ527","Mainstream Canada","Saranac","2.3","March","2","2.8",NA,"1.3",NA,"0.5",NA,"0",NA,"Management action taken","1"
"1804","AQ1472","Mainstream Canada","West Side","2.3","March","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1823","AQ1738","Grieg Seafood","Atrevida ","2.4","March","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1832","AQ1789","Grieg Seafood","Concepcion ","2.4","March","2","0.4",NA,"0.2",NA,"0",NA,"0",NA,NA,"1"
"1843","AQ1705","Grieg Seafood","Williamson","2.4","March","2","0.8",NA,"0.4",NA,"0",NA,"0",NA,NA,"1"
"1853","AQ144","Marine Harvest","Koskimo","2.4","March","2","2",NA,"0.8",NA,"5",NA,"4.4",NA,"Managment action planned","2"
"1862","AQ1238","Marine Harvest","Mahatta W","2.4","March","2","0.5",NA,"0.1",NA,"1.6",NA,"1.5",NA,NA,"1"
"1872","AQ1237","Marine Harvest","Monday Rocks","2.4","March","2","2",NA,"0.7",NA,"5.8",NA,"4",NA,"Management action taken","2"
"1894","AQ 412","Grieg Seafood","Farm 9","3.1","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1904","AQ746","Grieg Seafood","Farm 13 ","3.1","March","2","0.2",NA,"0.2",NA,"0",NA,"0.1",NA,NA,"2"
"1916","AQ221","Grieg Seafood","Vantage","3.1","March","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1934","AQ871","Grieg Seafood","Barnes Bay","3.2","March","2","0.9",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"1942","AQ137","Grieg Seafood","Conville Bay ","3.2","March","2","0.3",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"1953","AQ1401","Mainstream Canada","Brent Island","3.2","March","1","1.2",NA,"0.6",NA,"1.6",NA,"0.2",NA,"2nd count precluded by a treatment or health management measure. Management action taken","1"
"1962","AQ304","Mainstream Canada","Raza","3.2","March","2","1.5",NA,"0.6",NA,"2.1",NA,"3.8",NA,NA,"1"
"1974","AQ306","Mainstream Canada","Venture","3.2","March","2","1.2",NA,"0.5",NA,"0.4",NA,"4.3",NA,NA,"1"
"1982","AQ388","Marine Harvest","Brougham Pt","3.2","March","2","1.5",NA,"0.7",NA,"1.5",NA,"2.4",NA,NA,"2"
"1993","AQ733","Marine Harvest","Cyrus Rocks","3.2","March","2","0.5",NA,"0.1",NA,"1.4",NA,"0.4",NA,NA,"2"
"2003","AQ1581","Marine Harvest","Hardwicke","3.2","March","1","9.2",NA,"5.8",NA,"2",NA,"4.3",NA,"2nd count precluded by diminished stock (<4 pens). Management action taken","2"
"2022","AQ211","Marine Harvest","Okisollo","3.2","March","2","1",NA,"0.3",NA,"0.3",NA,"0.1",NA,NA,"1"
"2033","AQ78","Marine Harvest","Phillips Arm","3.2","March","2","0.2",NA,"0.1",NA,"1.2",NA,"0.1",NA,NA,"1"
"2043","AQ380","Marine Harvest","Sonora Pt","3.2","March","2","2.1",NA,"1",NA,"1.5",NA,"1.9",NA,NA,"2"
"2052","AQ378","Marine Harvest","Thurlow S","3.2","March","2","0.9",NA,"0.3",NA,"0.7",NA,"0.8",NA,NA,"2"
"2073","AQ1825","Grieg Seafood","Bennett Pt","3.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"2092","AQ1144","Mainstream Canada","Burdwood","3.3","March","2","0.4",NA,"0.2",NA,"0",NA,"0.1",NA,NA,"2"
"2102","AQ819","Mainstream Canada","Cecil","3.3","March","2","0",NA,"0",NA,"0.2",NA,"0",NA,NA,"broodstock"
"2112","AQ728","Mainstream Canada","Sir Ed","3.3","March","2","0.6",NA,"0.2",NA,"0.6",NA,"0.9",NA,NA,"1"
"2121","AQ1300","Marine Harvest","Althorpe","3.3","March","2","0.2",NA,"0.1",NA,"1.1",NA,"0.5",NA,NA,"2"
"2132","AQ821","Marine Harvest","Glacier Falls","3.3","March","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"2"
"2142","AQ1618","Marine Harvest","Humphrey Rocks","3.3","March","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2151","AQ467","Marine Harvest","Midsummer","3.3","March","2","0.6",NA,"0.1",NA,"2.6",NA,"0.4",NA,NA,"2"
"2162","AQ1145","Marine Harvest","Potts Bay","3.3","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"In spawning year","broodstock"
"2172","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2181","AQ739","Marine Harvest","Upper Retreat","3.3","March","2","0.1",NA,"0",NA,"0.1",NA,"0.4",NA,NA,"2"
"2202","AQ892","Marine Harvest","Bell Island","3.4","March","2","0.1","0.1","0","0","0.1","0.1","0","0","2012-03-08 statistical agreement with farm count on audit day","1"
"2231","AQ1288","Marine Harvest","Doyle","3.4","March","2","1",NA,"0.3",NA,"0.5",NA,"0.1",NA,NA,"1"
"2241","AQ1351","Marine Harvest","Marsh","3.4","March","1","2.6",NA,"1.6",NA,"0.2",NA,"0.3",NA,"2nd count early in the month precluded by adverse weather. Management action planned","2"
"2251","AQ1350","Marine Harvest","Shelter Bay","3.4","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"2271","AQ831","Marine Harvest","Shelter Pass","3.4","March","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"2291","AQ1720","Marine Harvest","Goat Cove","3.5","March","2","1","0.5","0.3","0","1","0.7","0.1","0.2","2012-03-09 statistical agreement with farm count on audit day","2"
"2321","AQ1895","Marine Harvest","Jackson Pass","3.5","March","2","0.2",NA,"0.1",NA,"0.2",NA,"0.1",NA,NA,"1"
"2331","AQ1691","Marine Harvest","Kid Bay","3.5","March","2","1.7",NA,"0.7",NA,"1.1",NA,"0.1",NA,"Management action planned","2"
"2341","AQ1896","Marine Harvest","Lime Point","3.5","March","2","0.5",NA,"0.4",NA,"0.3",NA,"0",NA,NA,"2"
"1510","AQ1537","Mainstream Canada","Bare Bluff","2.3","April","2","0.4","0.5","0","0.1","0.1","0.2","0","0","2012-04-18 statistical agreement with operator's count on audit day","2"
"1814","AQ227","Mainstream Canada","Bawden ","2.3","April","2","0.7",NA,"0.3",NA,"2",NA,"0.1",NA,NA,"2"
"1917","AQ520","Mainstream Canada","Bedwell","2.3","April","2","1.5","1.5","0.6","0.5","0.1","0.1","0.1","0.1","2012-04-18 statsitcal agreement with operator's count. Operator's 2nd count data lost so data presented are audit day only","2"
"2113","AQ 412 ","Mainstream Canada","Dixon","2.3","April","2","0.6",NA,"0.1",NA,"3.5",NA,"6.1",NA,NA,"1"
"2213","AQ1507","Mainstream Canada","Fortune","2.3","April","2","0.3","0.5","0.1","0.1","0.2","0.1","0.1","0.1","2012-04-16 statistical agreement with operator's count on audit day","1"
"256","AQ1507","Mainstream Canada","Millar ","2.3","April","2","0.1","0.1","0","0","0.9","0.9","0.2","0.2","2012-04-17 statistical agreement with operator's count on audit day","1"
"285","AQ543","Mainstream Canada","Mussel Rock","2.3","April","1","0.5",NA,"0.2",NA,"0.2",NA,"0",NA,"2nd count precluded by diminished stocks (<4 pens)","2"
"304","AQ314","Mainstream Canada","Ross Pass","2.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"fallow",NA
"312","AQ527","Mainstream Canada","Saranac","2.3","April","1","0.8",NA,"0.4",NA,"0",NA,"0",NA,"2nd count precluded by health management action","1"
"324","AQ1472","Mainstream Canada","West Side","2.3","April","1","1",NA,"0.4",NA,"0",NA,"0",NA,"2nd count not performed","2"
"345","AQ1738","Grieg Seafood"," Atrevida ","2.4","April","2","0.4","0.4","0.3","0.3","0","0","0","0","2012-04-30 statistical agreement with operator's count on audit day","2"
"375","AQ1789","Grieg Seafood"," Concepcion ","2.4","April","2","0.3",NA,"0.2",NA,"0",NA,"0.1",NA,NA,"2"
"384","AQ1849","Grieg Seafood","Muchalat S","2.4","April","2","0.2","0.2","0.1","0","0.1","0","0","0","2012-04-30 statistical agreement with operator's count on audit day","1"
"415","AQ1705","Grieg Seafood","Williamson","2.4","April","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"425","AQ144","Marine Harvest","Koskimo","2.4","April","2","2.9",NA,"1",NA,"2.4",NA,"3.8",NA,NA,"2"
"434","AQ1238","Marine Harvest","Mahatta W","2.4","April","2","0.7",NA,"0.2",NA,"0.5",NA,"1.1",NA,NA,"1"
"443","AQ1237","Marine Harvest","Monday Rocks","2.4","April","1","0.8",NA,"0.5",NA,"0.1",NA,"0",NA,"2nd count precluded by algal bloom","2"
"474","AQ 1697","Grieg Seafood","Culloden","3.1","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"483","AQ 412","Grieg Seafood","Farm 9","3.1","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by fish transfer mid-month","1"
"505","AQ746","Grieg Seafood"," Farm 13","3.1","April","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"514","AQ221","Grieg Seafood","Vantage","3.1","April","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"532","AQ871","Grieg Seafood","Barnes Bay","3.2","April","3","0.2","0.2","0","0","0","0","0","0.1","2012-04-13 statistical agreement with operator's count on audit day","1"
"565","AQ137","Grieg Seafood"," Conville Bay ","3.2","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"fallow",NA
"573","AQ1401","Mainstream Canada","Brent ","3.2","April","1","0.6",NA,"0.3",NA,"0.4",NA,"0",NA,"2nd count precluded by health management action","1"
"584","AQ304","Mainstream Canada","Raza","3.2","April","2","0.9",NA,"0.3",NA,"2.9",NA,"5.5",NA,NA,"1"
"593","AQ306","Mainstream Canada","Venture","3.2","April","1","0.6",NA,"0.2",NA,"0.1",NA,"0.2",NA,"2nd count precluded by health management action","1"
"604","AQ388","Marine Harvest","Brougham Pt","3.2","April","2","5.9",NA,"3.1",NA,"1.6",NA,"1.7",NA,"Management action underway","2"
"614","AQ733","Marine Harvest","Cyrus Rocks","3.2","April","2","2.6","1.3","0.9","0.2","2.1","2.7","0.7","1","2012-04-05 statistical agreement with farm count on audit day. Management action underway","2"
"654","AQ1581","Marine Harvest","Hardwicke","3.2","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stock (<4 pens)","2"
"675","AQ211","Marine Harvest","Okisollo","3.2","April","2","4.4",NA,"1.8",NA,"1.2",NA,"0.1",NA,"Management action underway","2"
"685","AQ78","Marine Harvest","Phillips Arm","3.2","April","2","1","0.4","0.2","0","4.1","5.4","2.1","0.6","2012-04-11 statistical agreement with operator's count on audit day","2"
"714","AQ380","Marine Harvest","Sonora Pt","3.2","April","2","4.2",NA,"2.1",NA,"1.8",NA,"1.9",NA,"Management action underway","2"
"724","AQ378","Marine Harvest","Thurlow S","3.2","April","2","2.8",NA,"1.1",NA,"1.1",NA,"1.3",NA,NA,"2"
"745","AQ1825","Grieg Seafood"," Bennett Pt","3.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action underway","1"
"753","AQ1144","Mainstream Canada","Burdwood","3.3","April","2","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
