esc,river,year,area,exp
NA,STEELHEAD CREEK,1969,8,16.00%
NA,YOUNG RIVER,1969,9,99.00%
NA,WAHKASH CREEK,1969,12,0.329019508723536
0,SANDELL RIVER,1969,9,99.00%
8000,SALMON BAY CREEK,1969,7,11.00%
1500,QUARTCHA CREEK,1969,7,11.00%
NA,WATT CREEK,1969,7,11.00%
800,POISON COVE CREEK,1969,7,11.00%
25,GOAT BUSHU CREEK,1969,7,11.00%
0,"NAMU RIVER",1969,8,16.00%
NA,WINDFALL CREEK,1969,7,11.00%
NA,HOCHSTADER BASIN CREEKS (2),1969,7,11.00%
NA,NEW VANCOUVER CREEK,1969,12,0.329019508723536
NA,FOUR LAKES CREEK,1969,8,16.00%
0,SAGAR CREEK,1969,8,16.00%
0,KOKISH RIVER,1969,12,0.329019508723536
NA,TSULTON RIVER,1969,12,0.329019508723536
0,LOCKHART GORDON CREEK,1969,9,99.00%
0,VINER SOUND CREEK,1969,12,0.329019508723536
NA,RETURN CHANNEL CREEKS,1969,7,11.00%
200,WEBSTER LAKE CREEK,1969,7,11.00%
NA,DORIS CREEK,1969,9,99.00%
NA,DEAN RIVER,1969,8,16.00%
NA,PENO CREEK,1969,7,11.00%
NA,DRANEY CREEK,1969,9,99.00%
NA,GENESEE CREEK,1969,9,99.00%
3000,AHTA RIVER,1969,12,0.329019508723536
NA,HOGAN CREEK,1969,9,99.00%
NA,ATNARKO RIVER,1969,8,16.00%
3500,KWATNA RIVER,1969,8,16.00%
5000,CARTER RIVER,1969,7,11.00%
NA,AHTA VALLEY CREEK,1969,12,0.329019508723536
25000,NEEKAS CREEK,1969,7,11.00%
0,KWALATE CREEK,1969,12,0.329019508723536
25,HOEYA SOUND CREEK,1969,12,0.329019508723536
NA,HYCUND CREEK,1969,12,0.329019508723536
0,NOEICK RIVER,1969,8,16.00%
200,TSULQUATE RIVER,1969,12,0.329019508723536
NA,SHUSHARTIE RIVER,1969,12,0.329019508723536
0,BIG BAY CREEK,1969,7,11.00%
20,LARD CREEK,1969,7,11.00%
NA,BEAVER CREEK,1969,9,99.00%
50,WALKER LAKE CREEK,1969,7,11.00%
NA,CHOKE PASS CREEKS (3),1969,7,11.00%
NA,PERRY CREEK,1969,9,99.00%
25,CLYAK RIVER,1969,9,99.00%
NA,NIGGER CREEK,1969,12,0.329019508723536
NA,CREASY BAY RIVER,1969,12,0.329019508723536
NA,SALLIE CREEK,1969,12,0.329019508723536
50000,GLENDALE CREEK,1969,12,0.329019508723536
NA,HAUSKIN CREEK,1969,12,0.329019508723536
NA,TUNA RIVER,1969,12,0.329019508723536
0,FULMORE RIVER,1969,12,0.329019508723536
800,KITASU CREEK,1969,7,11.00%
NA,QUATSESE RIVER,1969,12,0.329019508723536
6500,ADAM RIVER,1969,12,0.329019508723536
400,NIMPKISH RIVER,1969,12,0.329019508723536
0,KIMSQUIT RIVER,1969,8,16.00%
NA,ICY RIVER,1969,12,0.329019508723536
NA,GREEN RIVER,1969,8,16.00%
0,KAMANO BAY CREEK,1969,12,0.329019508723536
NA,TANCRED CREEK,1969,12,0.329019508723536
NA,WALDEN CREEK II,1969,12,0.329019508723536
NA,RAINBOW CREEK,1969,7,11.00%
40000,KOEYE RIVER,1969,8,16.00%
NA,NIEL CREEK,1969,9,99.00%
0,GEISH CREEK,1969,7,11.00%
NA,KILPALA RIVER,1969,12,0.329019508723536
5000,KADJUSDIS RIVER,1969,7,11.00%
NA,BUGHOUSE CREEK,1969,12,0.329019508723536
75,HIRD POINT CREEK,1969,7,11.00%
100,BOTTLENECK CREEK,1969,7,11.00%
NA,RESCUE BAY CREEKS,1969,7,11.00%
NA,OATSOALIS CREEK,1969,9,99.00%
600,PINE RIVER,1969,7,11.00%
NA,DALLERY CREEK,1969,9,99.00%
60,KORICH CREEK,1969,7,11.00%
NA,NEKITE SPAWNING CHANNEL,1969,10,91.00%
NA,SNOOTLI CREEK,1969,8,16.00%
400,NEKITE RIVER,1969,10,91.00%
0,CARRIDEN CREEK,1969,12,0.329019508723536
NA,LILIAN CREEK,1969,7,11.00%
15000,WAKEMAN RIVER,1969,12,0.329019508723536
25,QUATSE RIVER,1969,12,0.329019508723536
0,MILLS CREEK,1969,12,0.329019508723536
NA,EVE RIVER,1969,12,0.329019508723536
NA,MACKENZIE RIVER,1969,12,0.329019508723536
NA,MCLOUGHLIN CREEK,1969,7,11.00%
NA,CRAB HARBOUR CREEK,1969,8,16.00%
NA,MACHMELL RIVER,1969,9,99.00%
NA,CANOE CREEK,1969,10,91.00%
NA,SOUND POINT LAGOON CREEK,1969,7,11.00%
NA,MACNAIR CREEK,1969,9,99.00%
8000,JAMES BAY CREEK,1969,7,11.00%
NA,GARBAGE DUMP CREEK,1969,8,16.00%
400,"NAHWITTI RIVER",1969,12,0.329019508723536
NA,"NAYSASH CREEK",1969,10,91.00%
NA,NIEUMIAMUS CREEK,1969,8,16.00%
200,STRANDBY RIVER,1969,12,0.329019508723536
NA,ASSEEK RIVER,1969,8,16.00%
750,ELCHO CREEK,1969,8,16.00%
750,CLUXEWE RIVER,1969,12,0.329019508723536
1500,DUTHIE CREEK,1969,7,11.00%
NA,SKIMLETS CREEK,1969,8,16.00%
NA,TASTSQUAN CREEK,1969,8,16.00%
NA,HAGENSBORG SLOUGH,1969,8,16.00%
NA,TZEO RIVER,1969,9,99.00%
25,CHUCKWALLA RIVER,1969,9,99.00%
NA,SMOKEHOUSE CREEK,1969,10,91.00%
NA,NEECHANZ RIVER,1969,9,99.00%
0,SIM RIVER,1969,12,0.329019508723536
NA,BOND RIVER NO. 1,1969,12,0.329019508723536
NA,BULLOCK CHANNEL #2 CREEK,1969,7,11.00%
0,MAPLE CREEK,1969,12,0.329019508723536
0,HYDE CREEK,1969,12,0.329019508723536
NA,THIRD CREEK,1969,8,16.00%
NA,KWAKIUTL CREEK,1969,7,11.00%
NA,WALKER ISLAND CREEK,1969,8,16.00%
0,WALKUM CREEK,1969,10,91.00%
NA,AIRPORT SIDE CHANNEL,1969,8,16.00%
NA,MARGARET CREEK,1969,10,91.00%
NA,CHIC CHIC CREEK,1969,10,91.00%
75,KILBELLA RIVER,1969,9,99.00%
NA,BULLOCK CHANNEL #3 NORTH CREEK,1969,7,11.00%
45000,KAKWEIKEN RIVER,1969,12,0.329019508723536
NA,FANNIE COVE LEFT HAND CREEK,1969,7,11.00%
NA,SALLY CREEK,1969,7,11.00%
0,SHOAL HARBOUR CREEK,1969,12,0.329019508723536
1000,"NAMELESS CREEK",1969,7,11.00%
40000,KAINET CREEK,1969,7,11.00%
400,JOHNSTON CREEK,1969,9,99.00%
NA,OWIKENO LAKE,1969,9,99.00%
NA,HAGEN CREEK,1969,10,91.00%
25,LEE CREEK,1969,7,11.00%
15000,BELLA COOLA RIVER,1969,8,16.00%
25,SONGHEES CREEK,1969,12,0.329019508723536
NA,POTTS LAGOON CREEK,1969,12,0.329019508723536
25,LULL CREEK,1969,12,0.329019508723536
NA,DREW CREEK,1969,7,11.00%
NA,DSULISH CREEK,1969,10,91.00%
0,KILDIDT LAGOON #2 CREEK,1969,7,11.00%
25000,CLATSE CREEK,1969,7,11.00%
NA,CHARLES CREEK,1969,12,0.329019508723536
500,TANKEEAH RIVER,1969,7,11.00%
NA,BOSS CREEK,1969,10,91.00%
NA,ROBERT ARM CREEK,1969,9,99.00%
NA,SPILLER LAGOON CREEK,1969,7,11.00%
NA,WAHKANA BAY CREEK,1969,12,0.329019508723536
NA,JENNY BAY CREEKS,1969,8,16.00%
NA,DEER PASS LAGOON CREEKS,1969,7,11.00%
NA,CUTTER COVE CREEK,1969,12,0.329019508723536
NA,WAHGILAH CREEK,1969,7,11.00%
400,BEALE'S LAGOON CREEK,1969,7,11.00%
0,KLINAKLINI RIVER,1969,12,0.329019508723536
NA,KILDIDT CREEK,1969,7,11.00%
NA,ALLARD CREEK,1969,9,99.00%
400,NOOSESECK RIVER,1969,8,16.00%
NA,REAK CREEK,1969,7,11.00%
0,JENNIS BAY CREEK,1969,12,0.329019508723536
0,TALEOMEY RIVER,1969,8,16.00%
NA,PORT HARVEY LAGOON CREEKS,1969,12,0.329019508723536
8000,KUNSOOT RIVER,1969,7,11.00%
NA,KISAMEET RIVER,1969,8,16.00%
0,MARTIN RIVER,1969,8,16.00%
NA,SKOWQUILTZ RIVER,1969,8,16.00%
600,BIG CREEK,1969,7,11.00%
0,MILTON RIVER,1969,9,99.00%
NA,SUTHERLAND RIVER,1969,12,0.329019508723536
NA,CAMP CREEK,1969,8,16.00%
NA,THORWALD CREEK,1969,8,16.00%
NA,CORTINA CREEK,1969,12,0.329019508723536
NA,TAKUSH RIVER,1969,10,91.00%
NA,KLEMTU CREEK,1969,7,11.00%
75000,MUSSEL RIVER,1969,7,11.00%
NA,STEWART CREEK,1969,7,11.00%
NA,INZIANA RIVER,1969,9,99.00%
0,WANNOCK RIVER,1969,9,99.00%
0,BOSWELL CREEK,1969,10,91.00%
NA,SPILLER INLET CREEK,1969,7,11.00%
NA,BULLOCK CHANNEL #3 SOUTH CREEK,1969,7,11.00%
NA,JENNY BAY WEST CREEK,1969,8,16.00%
NA,ADA COVE CREEK,1969,7,11.00%
0,NICKNAQUEET RIVER,1969,9,99.00%
400,BOLIN BAY CREEK,1969,7,11.00%
0,PROTECTION POINT CREEK,1969,12,0.329019508723536
NA,CORDUROY CREEK,1969,10,91.00%
NA,TUNO CREEK,1969,7,11.00%
NA,BRADLEY CREEK,1969,12,0.329019508723536
NA,SHIP POINT CREEK,1969,7,11.00%
200,HOOK NOSE CREEK,1969,8,16.00%
NA,NOOTUM RIVER,1969,8,16.00%
0,WALDON CREEK,1969,12,0.329019508723536
NA,ASHLULM CREEK,1969,9,99.00%
NA,SHOAL CREEK,1969,12,0.329019508723536
NA,EMILY CREEK,1969,7,11.00%
NA,"NASCALL CREEK",1969,8,16.00%
0,GILFORD CREEK,1969,12,0.329019508723536
NA,"NAKA CREEK",1969,12,0.329019508723536
NA,WORAN CREEK,1969,8,16.00%
1500,AHNUHATI RIVER,1969,12,0.329019508723536
200,KINGCOME RIVER,1969,12,0.329019508723536
NA,SIMOOM SOUND CREEK,1969,12,0.329019508723536
0,AMBACK CREEK,1969,9,99.00%
NA,TUNO CREEK WEST,1969,7,11.00%
NA,DEEP BAY CREEK,1969,8,16.00%
0,HEALTH LAGOON CREEK,1969,12,0.329019508723536
0,GORILLA CREEK,1969,7,11.00%
0,CALL CREEK,1969,12,0.329019508723536
150,TOM BAY CREEK,1969,7,11.00%
NA,SHEEMAHANT RIVER,1969,9,99.00%
NA,GRANTHAM CREEK,1969,8,16.00%
0,EMBLEY CREEK,1969,12,0.329019508723536
NA,DE COSMOS LAGOON CREEK,1969,8,16.00%
NA,NOOKLIKONNIK CREEK,1969,8,16.00%
NA,NUSASH CREEK,1969,8,16.00%
NA,FRANKLIN RIVER,1969,12,0.329019508723536
NA,MARION CREEK,1969,12,0.329019508723536
NA,CALDER CREEK,1969,7,11.00%
0,MARY COVE CREEK,1969,7,11.00%
NA,SHELTER BAY CREEK,1969,12,0.329019508723536
0,SCOTT COVE CREEK,1969,12,0.329019508723536
NA,CLAYTON FALLS CREEK,1969,8,16.00%
NA,WASHWASH RIVER,1969,9,99.00%
200,TSITIKA RIVER,1969,12,0.329019508723536
0,ROBBERS KNOB CREEK,1969,12,0.329019508723536
NA,EVANS INLET #3 CREEK,1969,8,16.00%
NA,CACOOHTIN CREEK,1969,8,16.00%
NA,NEWICHY CREEK,1969,9,99.00%
NA,HAND CREEK,1969,12,0.329019508723536
0,BOUGHEY CREEK,1969,12,0.329019508723536
25,BULLOCK CHANNEL CREEKS,1969,7,11.00%
10000,KWAKUSDIS RIVER,1969,7,11.00%
0,THIEMER CREEK,1969,12,0.329019508723536
0,NIMMO CREEK,1969,12,0.329019508723536
NA,FISH CREEK,1969,8,16.00%
NA,ALLARDYCE CREEK,1969,12,0.329019508723536
NA,FANNIE COVE RIGHT HAND CREEK,1969,7,11.00%
0,BULLEY BAY CREEK,1969,7,11.00%
NA,MCINTOSH CREEK,1969,12,0.329019508723536
NA,DOCEE RIVER,1969,10,91.00%
NA,GEORGE HALL CREEK,1969,8,16.00%
NA,COHOE CREEK,1969,12,0.329019508723536
NA,FRENCHMAN CREEK,1969,8,16.00%
NA,JENNY BAY SOUTH CREEK,1969,8,16.00%
NA,THORSEN CREEK,1969,8,16.00%
NA,NUSATSUM RIVER,1969,8,16.00%
NA,RICHMOND BAY CREEK,1969,12,0.329019508723536
NA,ELLEN COVE CREEK,1969,12,0.329019508723536
NA,SALLOOMT RIVER,1969,8,16.00%
NA,JENNY BAY EAST CREEK,1969,8,16.00%
NA,CRACROFT CREEK,1969,12,0.329019508723536
NA,SKEENE RIVER,1969,12,0.329019508723536
NA,SOCKEYE CREEK,1969,7,11.00%
NA,NOOHALK CREEK,1969,8,16.00%
NA,COLLINSON CREEK,1969,12,0.329019508723536
NA,FANCY COVE HEAD CREEK,1969,7,11.00%
NA,BLIND CREEK,1969,12,0.329019508723536
NA,NOOSGULCH RIVER,1969,8,16.00%
0,QUATLENA RIVER,1970,8,66.00%
1500,LAGOON CREEK,1970,7,69.00%
NA,PHYLLIS LAKE CREEK,1970,12,0.670973935748448
3000,WATSON BAY CREEK,1970,7,69.00%
0,MATSIU CREEK,1970,12,0.670973935748448
125000,KEOGH RIVER,1970,12,0.670973935748448
NA,ATNARKO SPAWNING CHANNEL,1970,8,66.00%
7500,NECLEETSCONNAY RIVER,1970,8,66.00%
200,MCALISTER CREEK,1970,12,0.670973935748448
400,CANYON CREEK,1970,7,69.00%
12000,CHAMISS CREEK,1970,7,69.00%
NA,ROBINSON CREEKS,1970,7,69.00%
NA,ELLERSLIE LAGOON CREEK,1970,7,69.00%
2000,ROSCOE CREEK,1970,7,69.00%
NA,HAUSER CREEK,1970,7,69.00%
200,WINDY BAY CREEK,1970,7,69.00%
NA,KENNETH RIVER,1970,12,0.670973935748448
NA,GRASSY BAY CREEK,1970,8,66.00%
1500,CASCADE RIVER,1970,8,66.00%
NA,COLD CREEK,1970,8,66.00%
20000,COOPER INLET CREEKS,1970,7,69.00%
NA,STEELHEAD CREEK,1970,8,66.00%
NA,YOUNG RIVER,1970,9,46.00%
NA,WAHKASH CREEK,1970,12,0.670973935748448
0,SANDELL RIVER,1970,9,46.00%
20000,SALMON BAY CREEK,1970,7,69.00%
2000,QUARTCHA CREEK,1970,7,69.00%
NA,WATT CREEK,1970,7,69.00%
75,POISON COVE CREEK,1970,7,69.00%
300,GOAT BUSHU CREEK,1970,7,69.00%
NA,"NAMU RIVER",1970,8,66.00%
NA,WINDFALL CREEK,1970,7,69.00%
NA,HOCHSTADER BASIN CREEKS (2),1970,7,69.00%
25,NEW VANCOUVER CREEK,1970,12,0.670973935748448
NA,FOUR LAKES CREEK,1970,8,66.00%
3500,SAGAR CREEK,1970,8,66.00%
1500,KOKISH RIVER,1970,12,0.670973935748448
NA,TSULTON RIVER,1970,12,0.670973935748448
0,LOCKHART GORDON CREEK,1970,9,46.00%
4000,VINER SOUND CREEK,1970,12,0.670973935748448
NA,RETURN CHANNEL CREEKS,1970,7,69.00%
200,WEBSTER LAKE CREEK,1970,7,69.00%
NA,DORIS CREEK,1970,9,46.00%
3500,DEAN RIVER,1970,8,66.00%
NA,PENO CREEK,1970,7,69.00%
NA,DRANEY CREEK,1970,9,46.00%
25,GENESEE CREEK,1970,9,46.00%
3500,AHTA RIVER,1970,12,0.670973935748448
NA,HOGAN CREEK,1970,9,46.00%
NA,ATNARKO RIVER,1970,8,66.00%
85000,KWATNA RIVER,1970,8,66.00%
2000,CARTER RIVER,1970,7,69.00%
1500,AHTA VALLEY CREEK,1970,12,0.670973935748448
70000,NEEKAS CREEK,1970,7,69.00%
NA,KWALATE CREEK,1970,12,0.670973935748448
400,HOEYA SOUND CREEK,1970,12,0.670973935748448
NA,HYCUND CREEK,1970,12,0.670973935748448
400,NOEICK RIVER,1970,8,66.00%
35000,TSULQUATE RIVER,1970,12,0.670973935748448
3500,SHUSHARTIE RIVER,1970,12,0.670973935748448
500,BIG BAY CREEK,1970,7,69.00%
20,LARD CREEK,1970,7,69.00%
NA,BEAVER CREEK,1970,9,46.00%
0,WALKER LAKE CREEK,1970,7,69.00%
NA,CHOKE PASS CREEKS (3),1970,7,69.00%
NA,PERRY CREEK,1970,9,46.00%
75000,CLYAK RIVER,1970,9,46.00%
25,NIGGER CREEK,1970,12,0.670973935748448
NA,CREASY BAY RIVER,1970,12,0.670973935748448
NA,SALLIE CREEK,1970,12,0.670973935748448
150000,GLENDALE CREEK,1970,12,0.670973935748448
25,HAUSKIN CREEK,1970,12,0.670973935748448
NA,TUNA RIVER,1970,12,0.670973935748448
NA,FULMORE RIVER,1970,12,0.670973935748448
600,KITASU CREEK,1970,7,69.00%
NA,QUATSESE RIVER,1970,12,0.670973935748448
15000,ADAM RIVER,1970,12,0.670973935748448
4000,NIMPKISH RIVER,1970,12,0.670973935748448
35000,KIMSQUIT RIVER,1970,8,66.00%
NA,ICY RIVER,1970,12,0.670973935748448
NA,GREEN RIVER,1970,8,66.00%
3500,KAMANO BAY CREEK,1970,12,0.670973935748448
NA,TANCRED CREEK,1970,12,0.670973935748448
NA,WALDEN CREEK II,1970,12,0.670973935748448
NA,RAINBOW CREEK,1970,7,69.00%
60000,KOEYE RIVER,1970,8,66.00%
NA,NIEL CREEK,1970,9,46.00%
0,GEISH CREEK,1970,7,69.00%
NA,KILPALA RIVER,1970,12,0.670973935748448
12000,KADJUSDIS RIVER,1970,7,69.00%
NA,BUGHOUSE CREEK,1970,12,0.670973935748448
20,HIRD POINT CREEK,1970,7,69.00%
1500,BOTTLENECK CREEK,1970,7,69.00%
NA,RESCUE BAY CREEKS,1970,7,69.00%
NA,OATSOALIS CREEK,1970,9,46.00%
9000,PINE RIVER,1970,7,69.00%
NA,DALLERY CREEK,1970,9,46.00%
100,KORICH CREEK,1970,7,69.00%
NA,NEKITE SPAWNING CHANNEL,1970,10,74.00%
NA,SNOOTLI CREEK,1970,8,66.00%
15000,NEKITE RIVER,1970,10,74.00%
3500,CARRIDEN CREEK,1970,12,0.670973935748448
NA,LILIAN CREEK,1970,7,69.00%
75000,WAKEMAN RIVER,1970,12,0.670973935748448
75000,QUATSE RIVER,1970,12,0.670973935748448
750,MILLS CREEK,1970,12,0.670973935748448
NA,EVE RIVER,1970,12,0.670973935748448
25,MACKENZIE RIVER,1970,12,0.670973935748448
500,MCLOUGHLIN CREEK,1970,7,69.00%
NA,CRAB HARBOUR CREEK,1970,8,66.00%
NA,MACHMELL RIVER,1970,9,46.00%
NA,CANOE CREEK,1970,10,74.00%
NA,SOUND POINT LAGOON CREEK,1970,7,69.00%
0,MACNAIR CREEK,1970,9,46.00%
12000,JAMES BAY CREEK,1970,7,69.00%
NA,GARBAGE DUMP CREEK,1970,8,66.00%
110000,"NAHWITTI RIVER",1970,12,0.670973935748448
NA,"NAYSASH CREEK",1970,10,74.00%
NA,NIEUMIAMUS CREEK,1970,8,66.00%
75000,STRANDBY RIVER,1970,12,0.670973935748448
750,ASSEEK RIVER,1970,8,66.00%
3500,ELCHO CREEK,1970,8,66.00%
35000,CLUXEWE RIVER,1970,12,0.670973935748448
3000,DUTHIE CREEK,1970,7,69.00%
NA,SKIMLETS CREEK,1970,8,66.00%
NA,TASTSQUAN CREEK,1970,8,66.00%
NA,HAGENSBORG SLOUGH,1970,8,66.00%
25,TZEO RIVER,1970,9,46.00%
15000,CHUCKWALLA RIVER,1970,9,46.00%
NA,SMOKEHOUSE CREEK,1970,10,74.00%
NA,NEECHANZ RIVER,1970,9,46.00%
75,SIM RIVER,1970,12,0.670973935748448
NA,BOND RIVER NO. 1,1970,12,0.670973935748448
NA,BULLOCK CHANNEL #2 CREEK,1970,7,69.00%
NA,MAPLE CREEK,1970,12,0.670973935748448
400,HYDE CREEK,1970,12,0.670973935748448
NA,THIRD CREEK,1970,8,66.00%
NA,KWAKIUTL CREEK,1970,7,69.00%
NA,WALKER ISLAND CREEK,1970,8,66.00%
0,WALKUM CREEK,1970,10,74.00%
NA,AIRPORT SIDE CHANNEL,1970,8,66.00%
NA,MARGARET CREEK,1970,10,74.00%
NA,CHIC CHIC CREEK,1970,10,74.00%
35000,KILBELLA RIVER,1970,9,46.00%
NA,BULLOCK CHANNEL #3 NORTH CREEK,1970,7,69.00%
35000,KAKWEIKEN RIVER,1970,12,0.670973935748448
NA,FANNIE COVE LEFT HAND CREEK,1970,7,69.00%
NA,SALLY CREEK,1970,7,69.00%
NA,SHOAL HARBOUR CREEK,1970,12,0.670973935748448
40000,"NAMELESS CREEK",1970,7,69.00%
20000,KAINET CREEK,1970,7,69.00%
3500,JOHNSTON CREEK,1970,9,46.00%
NA,OWIKENO LAKE,1970,9,46.00%
NA,HAGEN CREEK,1970,10,74.00%
800,LEE CREEK,1970,7,69.00%
5e+05,BELLA COOLA RIVER,1970,8,66.00%
200,SONGHEES CREEK,1970,12,0.670973935748448
NA,POTTS LAGOON CREEK,1970,12,0.670973935748448
400,LULL CREEK,1970,12,0.670973935748448
NA,DREW CREEK,1970,7,69.00%
NA,DSULISH CREEK,1970,10,74.00%
NA,KILDIDT LAGOON #2 CREEK,1970,7,69.00%
40000,CLATSE CREEK,1970,7,69.00%
NA,CHARLES CREEK,1970,12,0.670973935748448
4000,TANKEEAH RIVER,1970,7,69.00%
NA,BOSS CREEK,1970,10,74.00%
NA,ROBERT ARM CREEK,1970,9,46.00%
NA,SPILLER LAGOON CREEK,1970,7,69.00%
NA,WAHKANA BAY CREEK,1970,12,0.670973935748448
7500,JENNY BAY CREEKS,1970,8,66.00%
NA,DEER PASS LAGOON CREEKS,1970,7,69.00%
NA,CUTTER COVE CREEK,1970,12,0.670973935748448
NA,WAHGILAH CREEK,1970,7,69.00%
1000,BEALE'S LAGOON CREEK,1970,7,69.00%
750,KLINAKLINI RIVER,1970,12,0.670973935748448
NA,KILDIDT CREEK,1970,7,69.00%
NA,ALLARD CREEK,1970,9,46.00%
1500,NOOSESECK RIVER,1970,8,66.00%
NA,REAK CREEK,1970,7,69.00%
750,JENNIS BAY CREEK,1970,12,0.670973935748448
750,TALEOMEY RIVER,1970,8,66.00%
NA,PORT HARVEY LAGOON CREEKS,1970,12,0.670973935748448
25000,KUNSOOT RIVER,1970,7,69.00%
400,KISAMEET RIVER,1970,8,66.00%
400,MARTIN RIVER,1970,8,66.00%
0,SKOWQUILTZ RIVER,1970,8,66.00%
500,BIG CREEK,1970,7,69.00%
15000,MILTON RIVER,1970,9,46.00%
NA,SUTHERLAND RIVER,1970,12,0.670973935748448
NA,CAMP CREEK,1970,8,66.00%
NA,THORWALD CREEK,1970,8,66.00%
NA,CORTINA CREEK,1970,12,0.670973935748448
NA,TAKUSH RIVER,1970,10,74.00%
NA,KLEMTU CREEK,1970,7,69.00%
6000,MUSSEL RIVER,1970,7,69.00%
NA,STEWART CREEK,1970,7,69.00%
NA,INZIANA RIVER,1970,9,46.00%
200,WANNOCK RIVER,1970,9,46.00%
0,BOSWELL CREEK,1970,10,74.00%
NA,SPILLER INLET CREEK,1970,7,69.00%
NA,BULLOCK CHANNEL #3 SOUTH CREEK,1970,7,69.00%
NA,JENNY BAY WEST CREEK,1970,8,66.00%
NA,ADA COVE CREEK,1970,7,69.00%
200,NICKNAQUEET RIVER,1970,9,46.00%
500,BOLIN BAY CREEK,1970,7,69.00%
25,PROTECTION POINT CREEK,1970,12,0.670973935748448
NA,CORDUROY CREEK,1970,10,74.00%
100,TUNO CREEK,1970,7,69.00%
NA,BRADLEY CREEK,1970,12,0.670973935748448
NA,SHIP POINT CREEK,1970,7,69.00%
3500,HOOK NOSE CREEK,1970,8,66.00%
7500,NOOTUM RIVER,1970,8,66.00%
NA,WALDON CREEK,1970,12,0.670973935748448
25,ASHLULM CREEK,1970,9,46.00%
NA,SHOAL CREEK,1970,12,0.670973935748448
NA,EMILY CREEK,1970,7,69.00%
NA,"NASCALL CREEK",1970,8,66.00%
0,GILFORD CREEK,1970,12,0.670973935748448
NA,"NAKA CREEK",1970,12,0.670973935748448
1500,WORAN CREEK,1970,8,66.00%
35000,AHNUHATI RIVER,1970,12,0.670973935748448
25000,KINGCOME RIVER,1970,12,0.670973935748448
NA,SIMOOM SOUND CREEK,1970,12,0.670973935748448
200,AMBACK CREEK,1970,9,46.00%
NA,TUNO CREEK WEST,1970,7,69.00%
400,DEEP BAY CREEK,1970,8,66.00%
200,HEALTH LAGOON CREEK,1970,12,0.670973935748448
0,GORILLA CREEK,1970,7,69.00%
0,CALL CREEK,1970,12,0.670973935748448
50,TOM BAY CREEK,1970,7,69.00%
NA,SHEEMAHANT RIVER,1970,9,46.00%
NA,GRANTHAM CREEK,1970,8,66.00%
1e+05,EMBLEY CREEK,1970,12,0.670973935748448
NA,DE COSMOS LAGOON CREEK,1970,8,66.00%
NA,NOOKLIKONNIK CREEK,1970,8,66.00%
NA,NUSASH CREEK,1970,8,66.00%
NA,FRANKLIN RIVER,1970,12,0.670973935748448
NA,MARION CREEK,1970,12,0.670973935748448
NA,CALDER CREEK,1970,7,69.00%
0,MARY COVE CREEK,1970,7,69.00%
NA,SHELTER BAY CREEK,1970,12,0.670973935748448
NA,SCOTT COVE CREEK,1970,12,0.670973935748448
NA,CLAYTON FALLS CREEK,1970,8,66.00%
NA,WASHWASH RIVER,1970,9,46.00%
25,TSITIKA RIVER,1970,12,0.670973935748448
0,ROBBERS KNOB CREEK,1970,12,0.670973935748448
3500,EVANS INLET #3 CREEK,1970,8,66.00%
NA,CACOOHTIN CREEK,1970,8,66.00%
NA,NEWICHY CREEK,1970,9,46.00%
NA,HAND CREEK,1970,12,0.670973935748448
200,BOUGHEY CREEK,1970,12,0.670973935748448
500,BULLOCK CHANNEL CREEKS,1970,7,69.00%
12000,KWAKUSDIS RIVER,1970,7,69.00%
NA,THIEMER CREEK,1970,12,0.670973935748448
NA,NIMMO CREEK,1970,12,0.670973935748448
NA,FISH CREEK,1970,8,66.00%
NA,ALLARDYCE CREEK,1970,12,0.670973935748448
NA,FANNIE COVE RIGHT HAND CREEK,1970,7,69.00%
0,BULLEY BAY CREEK,1970,7,69.00%
NA,MCINTOSH CREEK,1970,12,0.670973935748448
NA,DOCEE RIVER,1970,10,74.00%
NA,GEORGE HALL CREEK,1970,8,66.00%
NA,COHOE CREEK,1970,12,0.670973935748448
3500,FRENCHMAN CREEK,1970,8,66.00%
NA,JENNY BAY SOUTH CREEK,1970,8,66.00%
NA,THORSEN CREEK,1970,8,66.00%
NA,NUSATSUM RIVER,1970,8,66.00%
NA,RICHMOND BAY CREEK,1970,12,0.670973935748448
NA,ELLEN COVE CREEK,1970,12,0.670973935748448
NA,SALLOOMT RIVER,1970,8,66.00%
NA,JENNY BAY EAST CREEK,1970,8,66.00%
NA,CRACROFT CREEK,1970,12,0.670973935748448
NA,SKEENE RIVER,1970,12,0.670973935748448
NA,SOCKEYE CREEK,1970,7,69.00%
NA,NOOHALK CREEK,1970,8,66.00%
NA,COLLINSON CREEK,1970,12,0.670973935748448
NA,FANCY COVE HEAD CREEK,1970,7,69.00%
NA,BLIND CREEK,1970,12,0.670973935748448
NA,NOOSGULCH RIVER,1970,8,66.00%
50,QUATLENA RIVER,1971,8,9.00%
200,LAGOON CREEK,1971,7,31.00%
NA,PHYLLIS LAKE CREEK,1971,12,0.389474286855574
1500,WATSON BAY CREEK,1971,7,31.00%
0,MATSIU CREEK,1971,12,0.389474286855574
3500,KEOGH RIVER,1971,12,0.389474286855574
NA,ATNARKO SPAWNING CHANNEL,1971,8,9.00%
600,NECLEETSCONNAY RIVER,1971,8,9.00%
200,MCALISTER CREEK,1971,12,0.389474286855574
300,CANYON CREEK,1971,7,31.00%
